Id_vuelo,Aircompany,Origen,Destino,Distancia,avion,consumo_kg,duracion
Pam_MeLo_10747,PamPangea,Melbourne,Londres,,Boeing 747,,1326
Mol_CaCi_10747,MoldaviAir,Cádiz,Cincinnati,6624,Boeing 747,76966.9056,461
Air_BaPa_10737,Airnar,Bali,París,11980,Boeing 737,33303.44160000001,1029
Air_BaCi_10737,Airnar,Bali,Cincinnati,,Boeing 737,40591.30514400001,1340
Mol_PaLo_11320,MoldaviAir,París,Londres,,Airbus A320,923.8808,44
Mol_BaLo_10737,MoldaviAir,Bali,Londres,12553,Boeing 737,34261.856928,
Air_BaCa_10737,Airnar,Bali,Cádiz,12798,Boeing 737,33636.829824,1171
Fly_NuRo_10737,FlyQ,Nueva York,Roma,6877,Boeing 737,,542
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877,Airbus A380,,
Pam_GiPa_11380,PamPangea,Ginebra,París,411,Airbus A380,5131.2528,47
Fly_CiBa_10747,FlyQ,Cincinnati,Bali,15011,Boeing 747,"179731,386432",1200
Tab_CiLo_10747,TabarAir,Cincinnati,Los Angeles,3073,Boeing 747,36033.998,224
Tab_LoNu_10747,TabarAir,Los Angeles,Nueva York,,Boeing 747,"43304,3312",282
Air_GiBa_11380,Airnar,Ginebra,Bali,12383,Airbus A380,143147.48,845
Air_LoBa_11380,Airnar,Los Angeles,Bali,12845,Airbus A380,155912.61,
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480,Boeing 747,82926.27200000001,
Air_CaLo_11380,Airnar,Cádiz,Los Angeles,9373,Airbus A380,"112685,9552",644
Pam_MePa_10747,PamPangea,Melbourne,París,16925,Boeing 747,193266.4396,1328
Pam_PaGi_11380,PamPangea,París,Ginebra,411,Airbus A380,5036.2296,47
Air_PaCi_11320,Airnar,París,Cincinnati,6370,Airbus A320,18291.0728,581
Tab_CiGi_10747,TabarAir,Cincinnati,Ginebra,6969,Boeing 747,77261.12160000001,484
Tab_LoNu_10737,TabarAir,Los Angeles,Nueva York,3944,Boeing 737,,319
Pam_LoBa_11380,PamPangea,Londres,Bali,12553,Airbus A380,148014.9336,856
Air_BaPa_11380,Airnar,Bali,París,11980,Airbus A380,144028.352,818
Fly_GiCi_10737,FlyQ,Ginebra,Cincinnati,6969,Boeing 737,17442.7101,549
Air_CaGi_11380,Airnar,Cádiz,Ginebra,1725,Airbus A380,,135
Mol_BaLo_10747,MoldaviAir,Bali,Londres,,Boeing 747,144520.1784,856
Pam_BaNu_10737,PamPangea,Bali,Nueva York,16589,Boeing 737,"45277,61846400001",1459
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779,Boeing 737,"7225,677900000001",231
Fly_CiNu_11320,FlyQ,Cincinnati,Nueva York,911,Airbus A320,2446.6727,86
Air_LoGi_11380,Airnar,Los Angeles,Ginebra,,Airbus A380,114701.4412,626
Mol_MeCa_10737,MoldaviAir,Melbourne,Cádiz,20029,Boeing 737,51123.461688,1721
Tab_RoGi_11320,TabarAir,Roma,Ginebra,698,Airbus A320,1751.98,70
Air_PaCa_11380,Airnar,París,Cádiz,1447,Airbus A380,17898.2324,116
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739,Boeing 747,7877.74,69
Fly_BaBa_11380,FlyQ,Bali,Barcelona,13058,Airbus A380,"164837,92416",1070
Pam_LoMe_11380,PamPangea,Londres,Melbourne,,Airbus A380,205210.3456,1326
Tab_NuGi_10737,TabarAir,Nueva York,Ginebra,6206,Boeing 737,"15080,58",491
Mol_LoPa_10737,MoldaviAir,Londres,París,344,Boeing 737,852.6384,46
Tab_LoNu_10747,TabarAir,Los Angeles,Nueva York,3944,Boeing 747,45406.4832,282
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,16900,Airbus A380,,1326
Tab_NuGi_11380,TabarAir,Nueva York,Ginebra,6206,Airbus A380,,433
Mol_CiBa_10737,MoldaviAir,Cincinnati,Bali,15011,Boeing 737,"38694,515184",1340
Pam_MeNu_11380,PamPangea,Melbourne,Nueva York,16082,Airbus A380,203011.44864,1272
Pam_PaBa_10747,PamPangea,París,Bali,11980,Boeing 747,"140477,48",818
Tab_NuLo_10737,TabarAir,Nueva York,Londres,5566,Boeing 737,13660.6338,442
Tab_RoNu_11380,TabarAir,Roma,Nueva York,6877,Airbus A380,,478
Air_GiLo_11320,Airnar,Ginebra,Los Angeles,,Airbus A320,25425.844184,779
Mol_PaMe_11380,MoldaviAir,París,MELBoURne,,Airbus A380,,1328
Mol_BaMe_10737,MoldaviAir,Bali,MELBourNe,,Boeing 737,7360.737300000001,231
Air_CiBa_10737,Airnar,Cincinnati,Bali,15011,Boeing 737,37935.7992,1340
Fly_BaBa_10747,FlyQ,Barcelona,Bali,13058,Boeing 747,159242.83232,
Air_PaCi_11380,Airnar,París,Cincinnati,6370,Airbus A380,73637.2,444
Air_GiBa_11380,Airnar,Ginebra,Bali,12383,Airbus A380,150304.854,
Air_CiCa_10737,Airnar,Cincinnati,Cádiz,6624,Boeing 737,17384.0256,
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058,Airbus A380,"171117,464128",1070
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,32835.303072,1167
Air_GiCa_10737,Airnar,Ginebra,Cádiz,1725,Boeing 737,4275.585,151
Mol_CiPa_11380,MoldaviAir,Cincinnati,París,6370,Airbus A380,,444
Air_LoPa_10747,Airnar,Los Angeles,París,9099,Boeing 747,96995.34,626
Mol_PaMe_10747,MoldaviAir,París,Melbourne,,Boeing 747,195142.8128,1328
Mol_CaPa_11380,MoldaviAir,Cádiz,París,1447,Airbus A380,17730.9592,116
Fly_BaNu_11320,FlyQ,Barcelona,Nueva York,6170,Airbus A320,16911.4764,567
Pam_GiPa_10747,PamPangea,Ginebra,París,411,Boeing 747,4687.948200000001,47
Pam_MeGi_11380,PamPangea,Melbourne,GINeBrA,,Airbus A380,"218503,032384",1311
Tab_NuGi_11380,TabarAir,Nueva York,Ginebra,6206,Airbus A380,71741.36,433
Tab_RoCi_11380,TabarAir,Roma,Cincinnati,7480,Airbus A380,91656.928,518
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,,Airbus A380,207242.1312,
Tab_NuLo_10737,TabarAir,Nueva York,Los Angeles,3944,Boeing 737,10063.116,319
Mol_LoBa_10737,MoldaviAir,Londres,Bali,12553,Boeing 737,32675.659848,1153
Fly_GiRo_10747,FlyQ,Ginebra,Roma,698,Boeing 747,"8184,748000000001",66
Fly_NuBa_11380,FlyQ,Nueva York,Bali,16589,Airbus A380,205422.781408,1305
Pam_LoBa_10747,PamPangea,Londres,Bali,12553,Boeing 747,144520.1784,856
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,9103,Boeing 747,97037.98,
Air_CaPa_11380,Airnar,Cádiz,París,1447,Airbus A380,18232.7788,116
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,6969,Boeing 747,74289.54000000001,484
Pam_LoMe_10747,PamPangea,Londres,Melbourne,16900,Boeing 747,194854.5664,1326
Tab_LoLo_10747,TabarAir,Londres,Los Angeles,,Boeing 747,94584.581,605
Tab_RoNu_10747,TabarAir,Roma,Nueva York,6877,Boeing 747,,478
Fly_NuRo_10747,FlyQ,Nueva York,Roma,6877,Boeing 747,,478
Pam_NuMe_11380,PamPangea,Nueva York,Melbourne,16082,Airbus A380,,1272
Pam_BaGi_11380,PamPangea,Bali,Ginebra,,Airbus A380,"144578,9548",845
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,16900,Airbus A380,221464.6304,1326
Mol_MeCa_10747,MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,226490.495712,1535
Pam_NuGi_11320,PamPangea,Nueva York,GiNEbra,6206,Airbus A320,17496.153792,569
Mol_LoPa_11380,MoldaviAir,Londres,París,344,Airbus A380,4294.771200000001,42
Pam_PaNu_10737,PamPangea,París,Nueva York,5835,Boeing 737,"14888,0025",463
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900,Boeing 737,43563.87360000001,1483
Mol_PaCa_11320,MoldaviAir,París,Cádiz,1447,Airbus A320,3704.6094,124
Mol_PaBa_10737,MoldaviAir,París,Bali,,Boeing 737,,1029
Fly_RoBa_10737,FlyQ,Roma,Barcelona,859,Boeing 737,2108.2437,85
Tab_LoRo_10747,TabarAir,Los Angeles,Roma,10077,Boeing 747,"113866,0692",691
Mol_CaMe_11380,MoldaviAir,Cádiz,MElbOUrnE,,Airbus A380,,1535
Air_CiCa_11380,Airnar,Cincinnati,Cádiz,6624,Airbus A380,,461
Mol_CiMe_10747,MoldaviAir,Cincinnati,Melbourne,15262,Boeing 747,,1217
Mol_CiCa_11320,MoldaviAir,Cincinnati,Cádiz,6624,Airbus A320,18328.766976,
Pam_GiNu_10737,PamPangea,Ginebra,Nueva York,6206,Boeing 737,15532.9974,491
Mol_LoPa_11320,MoldaviAir,Londres,París,344,Airbus A320,906.612,44
Tab_LoCi_11320,TabarAir,Londres,Cincinnati,6284,Airbus A320,17716.053888,575
Mol_CiLo_11380,MoldaviAir,Cincinnati,Londres,6284,Airbus A380,74822.33120000002,438
Fly_CiBa_10747,FlyQ,Cincinnati,BaRCelONa,,Boeing 747,76419.19480000001,470
Pam_BaGi_10737,PamPangea,Bali,GiNEBra,12383,Boeing 737,33484.91983200001,1140
Tab_LoRo_10747,TabarAir,Los Angeles,Roma,10077,Boeing 747,"116014,4856",691
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877,Airbus A380,83473.02600000001,
Tab_CiNu_11320,TabarAir,Cincinnati,Nueva York,911,Airbus A320,2515.271,86
Fly_BaGi_11320,FlyQ,Barcelona,GInEBrA,660,Airbus A320,"1689,732",67
Fly_BaBa_11380,FlyQ,Bali,BarcELONa,13058,Airbus A380,167977.694144,1070
Fly_BaNu_11380,FlyQ,Barcelona,Nueva York,6170,Airbus A380,,431
Fly_RoGi_11320,FlyQ,Roma,Ginebra,698,Airbus A320,1751.98,70
Mol_BaLo_11380,MoldaviAir,Bali,Londres,,Airbus A380,145112.68,856
Air_LoBa_10737,Airnar,Los Angeles,Bali,,Boeing 737,,1175
Tab_RoLo_10737,TabarAir,Roma,Londres,1433,Boeing 737,3795.5871,128
Fly_GiBa_10747,FlyQ,Ginebra,Barcelona,660,Boeing 747,7317.024,64
Fly_CiRo_11320,FlyQ,Cincinnati,Roma,7480,Airbus A320,"20892,59744",
Mol_LoCi_11320,MoldaviAir,Londres,Cincinnati,6284,Airbus A320,"17716,053888",
Fly_BaBa_10747,FlyQ,Bali,Barcelona,13058,Boeing 747,"146213,873312",1070
Tab_LoGi_11320,TabarAir,Londres,Ginebra,739,Airbus A320,"1873,4389",73
Tab_LoLo_10737,TabarAir,Los Angeles,Londres,8785,Boeing 737,22841.87850000001,687
Fly_CiBa_11320,FlyQ,Cincinnati,Barcelona,6763,Airbus A320,17654.1352,610
Mol_MeCa_10747,MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,233151.98088,1535
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,,Boeing 747,78004.017,484
Air_LoBa_10747,Airnar,Los Angeles,Bali,12845,Boeing 747,145252.90416,1056
Air_PaCi_10737,Airnar,París,Cincinnati,6370,Boeing 737,15633.891,503
Air_GiPa_11380,Airnar,Ginebra,París,411,Airbus A380,5226.276,47
Fly_BaGi_10737,FlyQ,Bali,GINebra,12383,Boeing 737,34110.80618400001,
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779,Boeing 737,,231
Tab_LoLo_11380,TabarAir,Los Angeles,Londres,8785,Airbus A380,105616.784,605
Air_CaPa_11380,Airnar,Cádiz,París,1447,Airbus A380,18400.052,
Air_PaLo_10737,Airnar,París,Los Angeles,,Boeing 737,22110.57,711
Pam_PaMe_10747,PamPangea,París,Melbourne,16925,Boeing 747,"202648,3056",
Mol_MeCa_11380,MoldaviAir,Melbourne,Cádiz,20029,Airbus A380,260060.3815680001,1535
Tab_RoLo_11380,TabarAir,Roma,Londres,1433,Airbus A380,17228.0992,115
Pam_LoPa_10737,PamPangea,Londres,París,344,Boeing 737,869.3568000000001,
Tab_RoLo_10737,TabarAir,Roma,Londres,1433,Boeing 737,3760.7652,128
Pam_MePa_10747,PamPangea,Melbourne,París,16925,Boeing 747,,
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480,Boeing 747,"79736,8",518
Fly_CiBa_11320,FlyQ,Cincinnati,Barcelona,6763,Airbus A320,18360.300608,610
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,9103,Boeing 747,98008.3598,626
Mol_LoPa_11320,MoldaviAir,Londres,París,344,Airbus A320,906.612,44
Mol_PaCi_11320,MoldaviAir,París,Cincinnati,6370,Airbus A320,17293.37792,581
Fly_BaRo_10737,FlyQ,Barcelona,Roma,859,Boeing 737,,85
Tab_CiRo_10737,TabarAir,Cincinnati,Roma,7480,Boeing 737,18721.692,588
Air_CaPa_11320,Airnar,Cádiz,París,1447,Airbus A320,3740.9291,124
Tab_LoNu_10737,TabarAir,Londres,Nueva York,,Boeing 737,,442
Air_GiBa_11380,Airnar,Ginebra,Bali,12383,Airbus A380,151736.3288,845
Mol_CiLo_10747,MoldaviAir,Cincinnati,Londres,6284,Boeing 747,67657.3144,
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011,Boeing 737,38315.15719200001,1340
Fly_CiGi_10737,FlyQ,Cincinnati,Ginebra,6969,Boeing 737,,549
Mol_LoMe_10737,MoldaviAir,Londres,MElbouRnE,16900,Boeing 737,46126.4544,1483
Mol_PaCi_11380,MoldaviAir,París,Cincinnati,6370,Airbus A380,81000.92,444
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,154599.2784,845
Fly_RoBa_10747,FlyQ,Roma,Bali,12738,Boeing 747,"149691,676992",1049
Fly_RoBa_11380,FlyQ,Roma,Bali,12738,Airbus A380,150196.3056,869
Fly_BaCi_10737,FlyQ,Barcelona,Cincinnati,6763,Boeing 737,16762.7718,
Pam_NuPa_11380,PamPangea,Nueva York,París,5835,Airbus A380,,409
Pam_GiMe_10747,PamPangea,Ginebra,Melbourne,16674,Boeing 747,199643.004288,1311
Mol_CiBa_10737,MoldaviAir,Cincinnati,Bali,15011,Boeing 737,39453.23116800001,1340
Mol_CaMe_10737,MoldaviAir,Cádiz,Melbourne,,Boeing 737,52641.98035200001,1721
Fly_BaGi_11380,FlyQ,Bali,Ginebra,12383,Airbus A380,144578.9548,845
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900,Boeing 737,"43136,7768",1483
Tab_NuGi_10747,TabarAir,Nueva York,Ginebra,6206,Boeing 747,70786.87720000002,433
Tab_NuGi_11320,TabarAir,Nueva York,GiNeBra,6206,Airbus A320,17496.153792,
Mol_BaLo_10747,MoldaviAir,Bali,Londres,12553,Boeing 747,137829.4294,856
Air_BaPa_10737,Airnar,Bali,París,11980,Boeing 737,,1029
Mol_CaMe_10737,MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,55679.01768000001,1721
Fly_GiBa_10747,FlyQ,Ginebra,Barcelona,660,Boeing 747,7457.736000000001,64
Pam_LoMe_10747,PamPangea,Londres,Melbourne,,Boeing 747,"202348,9728",1326
Tab_LoNu_11380,TabarAir,Los Angeles,Nueva York,3944,Airbus A380,48328.1984,
Air_GiBa_11380,Airnar,Ginebra,Bali,12383,Airbus A380,147441.9044,845
Tab_LoRo_10737,TabarAir,Londres,Roma,1433,Boeing 737,3482.19,128
Air_GiBa_10737,Airnar,Ginebra,Bali,12383,Boeing 737,"31607,26077600001",
Tab_LoCi_10747,TabarAir,Londres,Cincinnati,6284,Boeing 747,"71006,6864",438
Pam_PaNu_10747,PamPangea,París,Nueva York,5835,Boeing 747,62823.111,409
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900,Boeing 737,42709.68,1483
Pam_NuPa_11320,PamPangea,Nueva York,París,5835,Airbus A320,16602.53556,542
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,,Boeing 747,194854.5664,
Pam_PaMe_11380,PamPangea,París,Melbourne,16925,Airbus A380,,1328
Mol_CaCi_10737,MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,16418.2464,523
Pam_PaBa_10747,PamPangea,París,Bali,11980,Boeing 747,137923.344,818
Fly_NuBa_10737,FlyQ,Nueva York,Bali,,Boeing 737,42762.19521600001,1459
Tab_RoNu_10747,TabarAir,Roma,Nueva York,6877,Boeing 747,76974.26100000001,478
Fly_BaNu_10737,FlyQ,Barcelona,Nueva York,6170,Boeing 737,16192.548,488
Air_PaCa_10747,Airnar,París,Cádiz,1447,Boeing 747,15887.7706,116
Mol_CaCi_10747,MoldaviAir,Cádiz,Cincinnati,,Boeing 747,"74848,5504",461
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859,Boeing 747,9706.3564,77
Air_LoPa_11380,Airnar,Los Angeles,París,9099,Airbus A380,"110443,662",626
Pam_LoPa_11320,PamPangea,Londres,París,344,Airbus A320,863.4399999999999,
Tab_NuGi_10737,TabarAir,Nueva York,GInEBra,6206,Boeing 737,,491
Air_CiLo_10737,Airnar,Cincinnati,Los Angeles,,Boeing 737,7990.107300000001,253
Mol_CiMe_10747,MoldaviAir,Cincinnati,Melbourne,15262,Boeing 747,177660.66864,1217
Mol_CiMe_11380,MoldaviAir,Cincinnati,MeLbOUrNE,15262,Airbus A380,201834.45568,1217
Air_PaBa_10737,Airnar,París,Bali,11980,Boeing 737,33303.44160000001,1029
Fly_BaCi_11380,FlyQ,Bali,Cincinnati,15011,Airbus A380,193101.023648,1200
Fly_CiBa_10747,FlyQ,Cincinnati,Bali,15011,Boeing 747,"173074,668416",1200
Fly_CiNu_10737,FlyQ,Cincinnati,Nueva York,911,Boeing 737,2280.1419,89
Tab_LoRo_10747,TabarAir,Londres,Roma,1433,Boeing 747,,115
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058,Airbus A380,166407.809152,1070
Tab_GiLo_10737,TabarAir,Ginebra,Londres,739,Boeing 737,1957.3893,76
Tab_NuRo_11380,TabarAir,Nueva York,Roma,,Airbus A380,85857.96960000001,478
Air_GiLo_11320,Airnar,Ginebra,Los Angeles,9103,Airbus A320,24950.59476,779
Air_BaCa_10737,Airnar,Bali,Cádiz,12798,Boeing 737,35253.98510400001,
Pam_PaBa_11380,PamPangea,París,Bali,11980,Airbus A380,"144028,352",818
Air_BaGi_10747,Airnar,Bali,Ginebra,12383,Boeing 747,132002.78,845
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739,Boeing 747,8507.959200000001,69
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,40498.63272,1359
Air_CiLo_10737,Airnar,Cincinnati,Los Angeles,3073,Boeing 737,7691.411700000001,253
Mol_PaCi_11320,MoldaviAir,París,Cincinnati,,Airbus A320,17459.6604,581
Pam_LoNu_10737,PamPangea,Londres,Nueva York,5566,Boeing 737,,442
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925,Airbus A380,205513.9112,1328
Air_LoPa_10737,Airnar,Los Angeles,París,9099,Boeing 737,23658.3099,711
Tab_CiRo_10747,TabarAir,Cincinnati,Roma,7480,Boeing 747,,518
Pam_PaLo_11320,PamPangea,París,Londres,344,Airbus A320,915.2464,44
Air_BaPa_10747,Airnar,Bali,París,11980,Boeing 747,131538.004,
Fly_NuRo_11380,FlyQ,Nueva York,Roma,6877,Airbus A380,87447.93200000002,478
Pam_NuGi_11380,PamPangea,Nueva York,Ginebra,6206,Airbus A380,76763.2552,433
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,40884.333984,1359
Air_PaCa_11380,Airnar,París,Cádiz,1447,Airbus A380,18400.052,116
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011,Boeing 737,38694.515184,1340
Air_CiPa_11320,Airnar,Cincinnati,París,6370,Airbus A320,18291.0728,581
Mol_PaCi_11380,MoldaviAir,París,Cincinnati,6370,Airbus A380,79528.176,
Pam_LoPa_11320,PamPangea,Londres,París,,Airbus A320,949.784,
Air_CiPa_11380,Airnar,Cincinnati,París,6370,Airbus A380,,444
Tab_LoLo_10747,TabarAir,Londres,Los Angeles,8785,Boeing 747,94584.581,605
Pam_MeGi_10737,PamPangea,Melbourne,Ginebra,16674,Boeing 737,43402.688784,1466
Pam_BaPa_10737,PamPangea,Bali,París,11980,Boeing 737,,1029
Fly_NuGi_11380,FlyQ,Nueva York,Ginebra,6206,Airbus A380,75328.428,433
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925,Airbus A380,215687.8672,
Air_BaPa_11380,Airnar,Bali,París,11980,Airbus A380,,818
Air_LoCi_11320,Airnar,Los Angeles,Cincinnati,3073,Airbus A320,"8330,2884",242
Air_CiPa_11380,Airnar,Cincinnati,París,,Airbus A380,79528.176,444
Tab_RoNu_11380,TabarAir,Roma,Nueva York,,Airbus A380,85062.98840000002,478
Fly_BaBa_10737,FlyQ,Barcelona,Bali,13058,Boeing 737,33990.18292800001,1191
Tab_LoGi_10737,TabarAir,Londres,Ginebra,739,Boeing 737,1867.6008,
Tab_GiNu_10737,TabarAir,Ginebra,Nueva York,6206,Boeing 737,"15532,9974",491
Tab_LoNu_10737,TabarAir,Londres,Nueva York,5566,Boeing 737,13795.8876,442
Pam_BaPa_11380,PamPangea,Bali,París,,Airbus A380,138488.8,818
Air_PaCa_10747,Airnar,París,Cádiz,1447,Boeing 747,16504.7714,116
Mol_CaBa_11380,MoldaviAir,Cádiz,Bali,12798,Airbus A380,149424.3288,873
Air_CaCi_11320,Airnar,Cádiz,Cincinnati,6624,Airbus A320,18328.766976,
Air_CiGi_11320,Airnar,Cincinnati,Ginebra,6969,Airbus A320,19101.47148,624
Pam_MeBa_10737,PamPangea,Melbourne,Bali,2779,Boeing 737,"7158,148200000001",231
Mol_PaMe_10737,MoldaviAir,París,Melbourne,,Boeing 737,45766.96020000001,1485
Tab_LoCi_11380,TabarAir,Londres,Cincinnati,6284,Airbus A380,78454.48320000002,438
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,"38955,827664",1359
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,44245.45944000001,1466
Air_GiBa_10747,Airnar,Ginebra,Bali,12383,Boeing 747,137282.8912,845
Pam_LoNu_10747,PamPangea,Londres,Nueva York,5566,Boeing 747,"62300,238",391
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,194854.5664,1326
Mol_BaPa_10747,MoldaviAir,Bali,París,11980,Boeing 747,128983.868,818
Air_CaCi_10747,Airnar,Cádiz,Cincinnati,6624,Boeing 747,72024.0768,461
Air_PaCi_10737,Airnar,París,Cincinnati,6370,Boeing 737,"16872,219",503
